statut_amm,statut_commercialisation,specialite,dosage,forme,presentation,pp_gn,substance_active,classe_therapeutique,epi,ppv,ph,pfht,code,tva
AMM ENREGISTREE,Non Commercialisé,ANASTROZOLE GT,1  MG,COMPRIMES PELLICULES,BOITE DE 20,GN,ANASTROZOLE,CANCEROLOGIE - HEMATOLOGIE,ATLAS PHARM,263,"175,3",167,7832,
AMM ENREGISTREE,Non Commercialisé,ANASTROZOLE GT,1  MG,COMPRIMES PELLICULES,BOITE DE 30,GN,ANASTROZOLE,CANCEROLOGIE - HEMATOLOGIE,ATLAS PHARM,395,262,250,7833,
AMM ENREGISTREE,Non Commercialisé,ANASTROZOLE GT,1  MG,COMPRIMES PELLICULES,BOITE DE 60,GN,ANASTROZOLE,CANCEROLOGIE - HEMATOLOGIE,ATLAS PHARM,790,525,500,7834,
AMM ENREGISTREE,Non Commercialisé,RIVASTIGMINE GT,"4,6 MG / 24 H",DISPOSITIF TRANSDERMIQUE  EN SACHET,BOITE DE 7,GN,RIVASTIGMINE,NEUROLOGIE - PSYCHIATRIE,ATLAS PHARM,"109,2","68,2",65,7835,
AMM ENREGISTREE,Commercialisé,RIVASTIGMINE GT,"4,6 MG / 24 H",DISPOSITIF TRANSDERMIQUE  EN SACHET,BOITE DE 30,GN,RIVASTIGMINE,NEUROLOGIE - PSYCHIATRIE,ATLAS PHARM,426,283,"269,66",7836,
AMM ENREGISTREE,Commercialisé,RIVASTIGMINE GT,"9,5 MG / 24H",DISPOSITIF TRANSDERMIQUE EN SACHET,BOITE DE 30,GN,RIVASTIGMINE,NEUROLOGIE - PSYCHIATRIE,ATLAS PHARM,457,303,"289,5",7837,
AMM ENREGISTREE,Commercialisé,KETIPINOR,200  MG,COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SPIMACO MAROC,307,204,"194,7",7840,
AMM ENREGISTREE,Commercialisé,KETIPINOR,300  MG,COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SPIMACO MAROC,455,302,"288,16",7841,
AMM ENREGISTREE,Non Commercialisé,KETIPINOR,400  MG,COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SPIMACO MAROC,540,359,"341,94",7842,
AMM ENREGISTREE,Commercialisé,PACLITAXEL MC PHARMA,6 MG /  ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 5 ML,GN,PACLITAXEL,CANCEROLOGIE - HEMATOLOGIE,MC PHARMA,436,289,276,7843,
AMM ENREGISTREE,Commercialisé,PACLITAXEL MC PHARMA,6 MG /  ML,SOLUTION A DILUER POUR PERFUSION,"FLACON DE 16,7ML",GN,PACLITAXEL,CANCEROLOGIE - HEMATOLOGIE,MC PHARMA,995,716,682,7844,
AMM ENREGISTREE,Commercialisé,PACLITAXEL MC PHARMA,6 MG /  ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 50 ML,GN,PACLITAXEL,CANCEROLOGIE - HEMATOLOGIE,MC PHARMA,1591,1329,1266,7845,
AMM ENREGISTREE,Commercialisé,ALKAPEZIL,5  MG,COMPRIMES PELLICULES,BOITE DE 30,GN,DONEPEZIL (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,278,"184,8","176,03",7846,
AMM ENREGISTREE,Commercialisé,ALKAPEZIL,10  MG,COMPRIMES PELLICULES,BOITE DE 30,GN,DONEPEZIL (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,469,312,"297,39",7847,
AMM ENREGISTREE,Non Commercialisé,IG VENA,50 G  /  L,POUDRE POUR PERFUSION,FLACON DE 20 ML,PP,IMMUNOGLOBINE HUMAINE NORMALE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,835,554,"528,57",7848,
AMM ENREGISTREE,Non Commercialisé,IG VENA,50 G  /  L,POUDRE POUR PERFUSION,FLACON DE 200 ML,PP,IMMUNOGLOBINE HUMAINE NORMALE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,5301,5045,"4805,71",7849,
AMM ENREGISTREE,Non Commercialisé,IG VENA,50 G  /  L,POUDRE POUR PERFUSION,FLACON DE 50 ML,PP,IMMUNOGLOBINE HUMAINE NORMALE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,1539,1275,"1214,76",7850,
AMM ENREGISTREE,Non Commercialisé,ARYOSEN,"1,2  MG",POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,BOITE D'UN FLACON DE POUDRE ET UN FLACON DE SOLVANT,BS,EPTACOG ALFA,NA,PHARMIS,4792,4521,"4306,08",7851,
AMM ENREGISTREE,Commercialisé,DOCETAXEL MC PHARMA,20 MG /  ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 1 ML,GN,DOCETAXEL TRIHYDRATE,CANCEROLOGIE - HEMATOLOGIE,MC PHARMA,774,514,490,7852,
AMM ENREGISTREE,Commercialisé,DOCETAXEL MC PHARMA,80 MG / 4 ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 1 ML,GN,DOCETAXEL TRIHYDRATE,CANCEROLOGIE - HEMATOLOGIE,MC PHARMA,2491,2152,2050,7853,
AMM ENREGISTREE,Commercialisé,BICARWA,750 G,POUDRE POUR SOLUTION A DILUER POUR HEMODIALYSE,CARTOUCHE DE 750 G,GN,BICARBONATE DE SODIUM,NA,ARWA MEDIC,"100,8",63,60,7854,
AMM ENREGISTREE,Commercialisé,BICARWA,65.95  /  23.53 G  /  L,SOLUTION CONCENTREE ALCALINE POUR HEMODIALYSE EN BIDON DE 10 L,BIDON DE 5 LITRES,GN,BICARBONATE DE SODIUM ET CHLORURE DE SODIUM,NA,ARWA MEDIC,"113,6",71,"67,62",7855,
AMM ENREGISTREE,Commercialisé,BORTEA,3.5  MG,POUDRE POUR SOLUTION INJECTABLE,BOITE D'UN FLACON,GN,BORTEZOMIB,NA,AMANYS PHARMA,5617,5370,"5114,71",7856,
AMM ENREGISTREE,Non Commercialisé,CRESEMBA,100  MG,GELULES,BOITE DE 14,PP,SULFATE D'ISAVUCONAZONIUM,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PROMOPHARM S.A,6359,6134,"5842,74",7857,
AMM ENREGISTREE,Non Commercialisé,CRESEMBA,200  MG,POUDRE POUR SOLUTION A DILUER POUR PERFUSION,FLACON DE 10 ML,PP,SULFATE D'ISAVUCONAZONIUM,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PROMOPHARM S.A,3891,3594,"3423,29",7858,
AMM ENREGISTREE,Commercialisé,ECALTA,100  MG,POUDRE POUR SOLUTION A DILUER POUR PERFUSION,FLACON DE 30 ML,PP,ANIDULAFUNGINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PFIZER,1845,1590,"1514,88",7859,
AMM ENREGISTREE,Non Commercialisé,ESOMEPRAZOLE GT,40  MG,POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION,BOITE DE 1 FLACON,GN,ESOMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,ATLAS PHARM,"40,3","25,2",24,7860,
AMM ENREGISTREE,Non Commercialisé,ESOMEPRAZOLE GT,40  MG,POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION,BOITE DE 10 FLACONS,GN,ESOMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,ATLAS PHARM,308,205,"195,44",7861,
AMM ENREGISTREE,Non Commercialisé,IG VENA,50 G  /  L,POUDRE POUR PERFUSION,FLACON DE 100 ML,PP,IMMUNOGLOBINE HUMAINE NORMALE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,2850,2523,"2402,86",7862,
AMM ENREGISTREE,Non Commercialisé,LIBOPAN,35  MG,COMPRIMES A CROQUER,BOITE DE 20,GN,EXTRAIT SEC DE FEUILLE DE LIERRE,PNEUMO-ALLERGO-PHTYSIOLOGIE,POLYMEDIC,42,"26,2",25,7863,
AMM ENREGISTREE,Non Commercialisé,EPIRUBICINE GT,2  MG  /   ML,SOLUTION INJECTABLE,FLACON DE 100 ML,GN,EPIRUBICINE (CHLORHYDRATE),CANCEROLOGIE-HEMATOLOGIE,ATLAS PHARM,939,657,"626,56",7864,
AMM ENREGISTREE,Non Commercialisé,EPIRUBICINE GT,2  MG  /   ML,SOLUTION INJECTABLE,FLACON DE 25 ML,GN,EPIRUBICINE (CHLORHYDRATE),CANCEROLOGIE-HEMATOLOGIE,ATLAS PHARM,263,"164,4","156,64",7865,
AMM ENREGISTREE,Non Commercialisé,EPIRUBICINE GT,2  MG  /   ML,SOLUTION INJECTABLE,FLACON DE 5 ML,GN,EPIRUBICINE (CHLORHYDRATE),CANCEROLOGIE-HEMATOLOGIE,ATLAS PHARM,"74,4","46,5","44,29",7866,
AMM ENREGISTREE,Non Commercialisé,EPLERENONE GT,25  MG,COMPRIME PELLICULE,BOITE DE 30,GN,EPLERENONE,CARDIOLOGIE - ANGEIOLOGIE,ATLAS PHARM,252,158,"150,44",7867,
AMM ENREGISTREE,Non Commercialisé,EPLERENONE GT,50  MG,COMPRIME PELLICULE,BOITE DE 30,GN,EPLERENONE,CARDIOLOGIE - ANGEIOLOGIE,ATLAS PHARM,252,158,"150,44",7868,
AMM ENREGISTREE,Non Commercialisé,DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG  /  30 µG,COMPRIME,BOITE DE 21,GN,DESOGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE - OBSTETRIQUE,VIATRIS PHARMACEUTICALS,"22,6","14,1","13,43",7869,
AMM ENREGISTREE,Non Commercialisé,DESOGESTREL - ETHINYLESTRADIOL MYLAN,150 µG  /  30 µG,COMPRIME,BOITE DE 63,GN,DESOGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE - OBSTETRIQUE,VIATRIS PHARMACEUTICALS,"58,2","36,4","34,64",7870,
AMM ENREGISTREE,Commercialisé,ANDOL,1000  MG,COMPRIME SECABLE,BOITE DE 8,GN,PARACETAMOL,ANESTHESIE - REANIMATION,COOPER PHARMA,"9,9","6,2","5,9",7871,
AMM ENREGISTREE,Commercialisé,CARIBAN,10  MG  /  10  MG,GELULE A LIBERATION PROLONGEE,BOITE DE 24,PP,"DOXYLAMINE SUCCINATE
PYRIDOXINE HYDROCHLORIDE",GASTRO-ENTERO-HEPATOLOGIE,VERSALYA,233,"145,9",139,7872,
AMM ENREGISTREE,Non Commercialisé,DEXKETOPROFENE NORMON,50  MG  /  2  ML,SOLUTION INJECTABLE OU SOLUTION A DILUER POUR PERFUSION,BOITE DE 6 AMPOULES DE 2 ML,GN,DEXKETOPROFENE TROMETAMOL,0,IBERMA,"48,6","30,4","28,94",7873,
AMM ENREGISTREE,Commercialisé,WEUPHORIA,"38,8 µg  /  0,5  ML",SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE UNITAIRE,BS,VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE CONJUGUE 13-VALENT,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,IPM,530,352,"335,86",7874,
AMM ENREGISTREE,Commercialisé,IPREL,20  MG,COMPRIME ORODISPERSIBLE,BOITE DE 30,GN,ENALAPRIL (MALEATE),CARDIOLOGIE - ANGEIOLOGIE,ZENITH PHARMA,"71,2","44,5","42,37",7875,
AMM ENREGISTREE,Commercialisé,IPREL,20  MG,COMPRIME ORODISPERSIBLE,BOITE DE 10,GN,ENALAPRIL (MALEATE),CARDIOLOGIE - ANGEIOLOGIE,ZENITH PHARMA,"26,6","16,6","15,82",7876,
AMM ENREGISTREE,Commercialisé / AO,CYTOMIB,"3,5 MG",POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 10 ML,GN,BORTEZOMIB,CANCEROLOGIE - HEMATOLOGIE,PHARMAPROM,3306,2991,"2849,02",7877,
AMM ENREGISTREE,Non Commercialisé,DERMAHEXEDINE,1‰,SOLUTION POUR APPLICATION LOCALE,FLACON DE 45 ML SOLUTION,GN,DI-ISETIONATE D'HEXAMIDINE,DERMATOLOGIE - VENEROLOGIE,POLYMEDIC,"12,6","7,9","7,51",7878,
AMM ENREGISTREE,Commercialisé,ETOSIDE,100 MG / 5 ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON DE 5 ML,GN,ETOPOSIDE,CANCEROLOGIE - HEMATOLOGIE,PHARMAPROM,122,"76,2","72,62",7879,
AMM ENREGISTREE,Commercialisé,ETOSIDE,200 MG / 10 ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON DE 10 ML,GN,ETOPOSIDE,CANCEROLOGIE - HEMATOLOGIE,PHARMAPROM,214,"133,9","127,5",7880,
AMM ENREGISTREE,Commercialisé,VONAZ,200 MG,POUDRE LYOPHILISEE POUR SOLUTION POUR PERFUSION,BOITE D'UN FLACON,GN,VORICONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,HEMOLAB PHARMA,690,458,"437,02",7881,
AMM ENREGISTREE,Commercialisé / AO,JOSUNI,"12,5 MG",GELULES,FLACON DE 30 GELULES,GN,SUNITINIB MALATE,CANCEROLOGIE - HEMATOLOGIE,ISIO LABORATOIRES,5159,4899,"4666,66",7882,
AMM ENREGISTREE,Commercialisé / AO,JOSUNI,25 MG,GELULES,FLACON DE 30 GELULES,GN,SUNITINIB MALATE,CANCEROLOGIE - HEMATOLOGIE,ISIO LABORATOIRES,9919,9733,"9333,33",7883,
AMM ENREGISTREE,Commercialisé / AO,JOSUNI,50 MG,GELULES,FLACON DE 30 GELULES,GN,SUNITINIB MALATE,CANCEROLOGIE - HEMATOLOGIE,ISIO LABORATOIRES,19439,19066,"18666,66",7884,
AMM ENREGISTREE,Commercialisé / AO,MELLEVA,"0,15  MG  /  0,03  MG",COMPRIMES PELLICULES,BOITE DE 21,GN,DESOGESTREL ETHINYLESTRADIOL,GYNECOLOGIE - OBSTETRIQUE,BOTTU,"22,6","14,1","13,43",7885,
AMM ENREGISTREE,Non Commercialisé,PEMITRA,500 MG,POUDRE POUR SOLUTION A DILUER POUR PERFUSION,FLACON DE 60 ML,GN,PEMETREXED DISODIUM,CANCEROLOGIE - HEMATOLOGIE,PROMOPHARM S.A,6196,5967,"5683,3",7886,
AMM ENREGISTREE,Commercialisé,NOVOCLIN,"100  MG  /  12,5  MG",POUDRE POUR SUSPENSION BUVABLE,FLACON DE 30 ML,GN,"AMOXICILLINE TRIHYDRATEE
  CLAVULANATE POTASSIUM",INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,NOVOPHARMA,"34,2","21,4","20,36",7887,
AMM ENREGISTREE,Commercialisé,NOVOCLIN,"100  MG  /  12,5  MG",POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,"AMOXICILLINE TRIHYDRATEE
  CLAVULANATE POTASSIUM",INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,NOVOPHARMA,"58,9","36,8","35,06",7888,
AMM ENREGISTREE,Commercialisé,LORBRENA,25 MG,COMPRIMES PELLICULES,FLACON DE 30 COMPRIMES,PP,LORLATINIB,CANCEROLOGIE - HEMATOLOGIE,PFIZER,13431,13176,"12776,33",7889,
AMM ENREGISTREE,Commercialisé,LORBRENA,100 MG,COMPRIMES PELLICULES,FLACON DE 30 COMPRIMES,PP,LORLATINIB,CANCEROLOGIE - HEMATOLOGIE,PFIZER,39160,38400,38000,7890,
AMM ENREGISTREE,Non Commercialisé,SAXENDA,6 MG /  ML,SOLUTION INJECTABLE EN STYLO PRE-REMLPI MULTIDOSE DE 3 ML,BOITE DE 1,PP,LIRAGLUTIDE,METABOLISME- DIABETE - NUTRITION,LAPROPHAN,689,458,"436,41",7891,
AMM ENREGISTREE,Non Commercialisé,SAXENDA,6 MG /  ML,SOLUTION INJECTABLE EN STYLO PRE-REMLPI MULTIDOSE DE 3 ML,BOITE DE 3,PP,LIRAGLUTIDE,METABOLISME- DIABETE - NUTRITION,LAPROPHAN,1635,1374,"1309,24",7892,
AMM ENREGISTREE,Non Commercialisé,SAXENDA,6 MG /  ML,SOLUTION INJECTABLE EN STYLO PRE-REMLPI MULTIDOSE DE 3 ML,BOITE DE 5,PP,LIRAGLUTIDE,METABOLISME- DIABETE - NUTRITION,LAPROPHAN,2625,2291,"2182,06",7893,
AMM ENREGISTREE,Non Commercialisé,NUWIQ,250 UI,BOITE D'UN FLACON DE POUDRE ET UNE SERINGUE PRE-REMPLIE DE SOLVANT,1 AIGUILLE A AILETTES ET 2 TAMPONS IMBIBES D'ALCOOL,PP,SIMOCTOCOG ALFA,CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,1894,1641,"1563,47",7894,
AMM ENREGISTREE,Commercialisé,NUWIQ,500 UI,BOITE D'UN FLACON DE POUDRE ET UNE SERINGUE PRE-REMPLIE DE SOLVANT,1 AIGUILLE A AILETTES ET 2 TAMPONS IMBIBES D'ALCOOL,PP,SIMOCTOCOG ALFA,CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,3590,3284,"3128,05",7895,
AMM ENREGISTREE,Non Commercialisé,NUWIQ,1000 UI,BOITE D'UN FLACON DE POUDRE ET UNE SERINGUE PRE-REMPLIE DE SOLVANT,1 AIGUILLE A AILETTES ET 2 TAMPONS IMBIBES D'ALCOOL,PP,SIMOCTOCOG ALFA,CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,6781,6568,"6256,11",7896,
AMM ENREGISTREE,Non Commercialisé,NUWIQ,2000 UI,BOITE D'UN FLACON DE POUDRE ET UNE SERINGUE PRE-REMPLIE DE SOLVANT,1 AIGUILLE A AILETTES ET 2 TAMPONS IMBIBES D'ALCOOL,PP,SIMOCTOCOG ALFA,CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,12360,12126,"11726,23",7897,
AMM ENREGISTREE,Non Commercialisé,GLYPRESSIN,"0,1  MG  /   ML",SOLUTION INJECTABLE,"BOITE DE 5 AMPOULES REMPLIES A 8,5 ML",PP,ACETATE DE TERLIPRESSINE,GASTRO-ENTERO-HEPATOLOGIE,SOTHEMA,1860,1606,"1529,95",7898,
AMM ENREGISTREE,Non Commercialisé,NORDITROPINE NORDIFLEX,"5 MG / 1,5 ML",SOLUTION INJECTABLE EN STYLO PRE REMPLI,BOITE UNITAIRE,PP,SOMATROPINE,ENDOCRINOLOGIE ET HORMONES,LAPROPHAN,1193,919,"875,51",7899,
AMM ENREGISTREE,Non Commercialisé,NORDITROPINE NORDIFLEX,"10  MG  /  1,5  ML",SOLUTION INJECTABLE EN STYLO PRE REMPLI,BOITE UNITAIRE,PP,SOMATROPINE,ENDOCRINOLOGIE ET HORMONES,LAPROPHAN,2086,1838,"1751,02",7900,
AMM ENREGISTREE,Non Commercialisé,NORDITROPINE NORDIFLEX,"15  MG  /  1,5  ML",SOLUTION INJECTABLE EN STYLO PRE REMPLI,BOITE UNITAIRE,PP,SOMATROPINE,ENDOCRINOLOGIE ET HORMONES,LAPROPHAN,3079,2757,"2626,53",7901,
AMM ENREGISTREE,Commercialisé,CASPOFUNGINE SP,70  MG,POUDRE LYOPHILISEE POUR SOLUTION A DILUER POUR PERFUSION,1 FLACON,GN,CASPOFUNGINE ACETATE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AMANYS PHARMA,1712,1453,"1384,33",7902,
AMM ENREGISTREE,Non Commercialisé,REGAXIDIL,"0,02",SOLUTION POUR APPLICATION CUTANEE,1  FLACON DE 60 ML,GN,MINOXIDIL,DERMATOLOGIE - VENEROLOGIE,RIM PHARMA,"172,9","108,1","102,92",7903,
AMM ENREGISTREE,Non Commercialisé,AVER,8  MG,COMPRIMES,BOITE DE 30,GN,BETAHISTINE DICHLORHYDRATE,NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,"17,1","10,7","10,2",7904,
AMM ENREGISTREE,Commercialisé,AVER,16  MG,COMPRIMES,BOITE DE 30,GN,BETAHISTINE DICHLORHYDRATE,NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,"37,4","23,4","22,25",7905,
AMM ENREGISTREE,Non Commercialisé,AVER,24  MG,COMPRIMES,BOITE DE 20,GN,BETAHISTINE DICHLORHYDRATE,NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,"31,3","19,6","18,64",7906,
AMM ENREGISTREE,Commercialisé,AVER,24  MG,COMPRIMES,BOITE DE 30,GN,BETAHISTINE DICHLORHYDRATE,NEUROLOGIE - PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA SA,"45,8","28,6","27,26",7907,
AMM ENREGISTREE,Commercialisé,HULIO,"40 MG / 0,8 ML",SOLUTION INJECTABLE EN STYLO PRE-REMPLI,BOITE DE 2,BS,ADALIMUMAB,DERMATOLOGIE - VENEROLOGIE,SYNTHEMEDIC,4185,3896,"3710,81",7908,
AMM ENREGISTREE,Commercialisé,AXONYL,25  MG,COMPRIMES PELLICULES,BOITE DE 30  COMPRIMES,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"51,2",32,"30,49",7909,
AMM ENREGISTREE,Commercialisé,AXONYL,25  MG,COMPRIMES PELLICULES,BOITE DE 60  COMPRIMES,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"91,5","57,2","54,45",7910,
AMM ENREGISTREE,Commercialisé,AXONYL,100 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"86,6","54,1","51,58",7911,
AMM ENREGISTREE,Commercialisé,AXONYL,100 MG,COMPRIMES PELLICULES,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"154,2","96,4","91,79",7912,
AMM ENREGISTREE,Commercialisé,AXONYL,150 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"135,5","84,7","80,66",7913,
AMM ENREGISTREE,Commercialisé,AXONYL,150 MG,COMPRIMES PELLICULES,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"182,2","113,9","108,48",7914,
AMM ENREGISTREE,Commercialisé,AXONYL,200 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,"153,6",96,"91,46",7915,
AMM ENREGISTREE,Commercialisé,AXONYL,200 MG,COMPRIMES PELLICULES,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,274,"171,5","163,33",7916,
AMM ENREGISTREE,Commercialisé,AXONYL,300 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,242,"151,3","144,08",7917,
AMM ENREGISTREE,Commercialisé,AXONYL,300 MG,COMPRIMES PELLICULES,BOITE DE 60,GN,QUETIAPINE FUMARATE,NEUROLOGIE - PSYCHIATRIE,SOTHEMA,400,266,"253,76",7918,
AMM ENREGISTREE,Commercialisé,AZACITEA,100 MG,POUDRE POUR INJECTION EN FLACON,BOITE DE 1 FLACON,GN,AZACITIDINE,CANCEROLOGIE - HEMATOLOGIE,AMANYS PHARMA,1919,1667,1588,7919,
AMM ENREGISTREE,Commercialisé,ARIXIB,60 MG,COMPRIMES PELLICULES,BOITE DE 7,GN,ETORICOXIB,ANESTHESIE - REANIMATION,COOPER PHARMA,"68,8",43,"40,96",7920,
AMM ENREGISTREE,Commercialisé,ARIXIB,60 MG,COMPRIMES PELLICULES,BOITE DE 14,GN,ETORICOXIB,ANESTHESIE - REANIMATION,COOPER PHARMA,"125,6","78,5","74,75",7921,
AMM ENREGISTREE,Commercialisé,ARIXIB,90 MG,COMPRIMES PELLICULES,BOITE DE 7,GN,ETORICOXIB,ANESTHESIE - REANIMATION,COOPER PHARMA,"71,6","44,8","42,64",7922,
AMM ENREGISTREE,Commercialisé,ARIXIB,90 MG,COMPRIMES PELLICULES,BOITE DE 14,GN,ETORICOXIB,ANESTHESIE - REANIMATION,COOPER PHARMA,"142,1","88,8","84,56",7923,
AMM ENREGISTREE,Non Commercialisé,CO-ACT,5 MG / 20 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,AMLODIPINE BESILATE ATORVASTATINE CALCIQUE,METABOLISME- DIABETE - NUTRITION,POLYMEDIC,"160,2","100,1","95,37",7924,
AMM ENREGISTREE,Non Commercialisé,CO-ACT,5 MG / 10 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,AMLODIPINE BESILATE ATORVASTATINE CALCIQUE,METABOLISME- DIABETE - NUTRITION,POLYMEDIC,"160,2","100,1","95,37",7925,
AMM ENREGISTREE,Non Commercialisé,CO-ACT,10 MG / 20 MG,COMPRIMES PELLICULES,BOITE DE 30,GN,AMLODIPINE BESILATE ATORVASTATINE CALCIQUE,METABOLISME- DIABETE - NUTRITION,POLYMEDIC,"160,2","100,1","95,37",7926,
AMM ENREGISTREE,Commercialisé,NEOSYNEPHRIN-POS,"0,05",COLLYRE OPHTALMIQUE EN SOLUTION,FLACON DE 10 ML,GN,PHENYLEPHRINE CHLORHYDRATE,OPHTALMOLOGIE,STERIPHARMA,"53,2","33,2","31,66",7927,
AMM ENREGISTREE,Commercialisé,NEOSYNEPHRIN-POS,"0,1",COLLYRE OPHTALMIQUE EN SOLUTION,FLACON DE 10 ML,GN,PHENYLEPHRINE CHLORHYDRATE,OPHTALMOLOGIE,STERIPHARMA,"53,2","33,2","31,66",7928,
AMM ENREGISTREE,Commercialisé,MACROMAX,200 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE EN FLACON,"BOITE D'UN FLACON DE 37,5ML DE POUDRE RECONSTITUEE",GN,AZITHROMYCINE DIHYDRATE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHARMA 5,"74,8","46,7","44,5",7929,
AMM ENREGISTREE,Non Commercialisé,ZEVTERA,500 MG,POUDRE POUR SOLUTION A DILUER POUR PERFUSION EN FLACON,BOITE DE 10 FLACONS,PP,CEFTOBIPROLE MEDOCARIL,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PROMOPHARM S.A,4948,4682,"4459,32",7930,
AMM ENREGISTREE,Non Commercialisé,KOVALTRY,250UI,POUDRE EN FLACON ET SOLVANT POUR SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE UNITAIRE AVEC UN FLACON DE POUDRE ET SERINGUE PREREMPLIE DU SOLVANT,PP,OCTOCOG Alfa (rFVIII),CANCEROLOGIE - HEMATOLOGIE,BAYER S.A,1424,1157,"1102,26",7931,
AMM ENREGISTREE,Commercialisé,KOVALTRY,500UI,POUDRE EN FLACON ET SOLVANT POUR SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,BOITE UNITAIRE AVEC UN FLACON DE POUDRE ET SERINGUE PREREMPLIE DU SOLVANT,PP,OCTOCOG Alfa (rFVIII),CANCEROLOGIE - HEMATOLOGIE,BAYER S.A,2564,2228,"2122,45",7932,
